index,error,rmse
1,2450.8577390869827,124.71602462318458
2,2181.303162541804,120.34379367826564
3,2181.8782588703893,123.89560654116255
4,42438.92034943073,326.68372425701597
5,2146.68095562242,115.95620916468843
6,2127.619657924954,171.43223356414626
7,3823.148743002761,176.44600935173054
8,1661.6691505757,119.84381511482628
9,2247.924435132753,164.26035817637697
10,1707.0819442327254,132.18364787718866
11,1949.7945535086292,136.11860448252258
12,2163.187085906015,111.0148709571296
13,1900.110091499208,128.13752223054638
14,2202.1352467874267,143.81168087398524
15,1896.530032620945,127.47633146892493
16,2202.385238180785,143.9793765420036
17,11751.788210533286,195.09137269535077
18,2107.0508969142925,121.7885959670385
19,21263.3666508821,743.6236302562432
20,2127.755068699392,170.59540232329144
21,2417.2734005337616,131.03551838033508
22,1898.180694525148,128.1387914245698
23,2189.141763175812,156.02710635003976
24,2155.900114736011,110.43508147413742
25,1961.8568026525425,143.68118611507734
26,2189.147206689864,119.52950615633368
27,2189.733707209216,140.7998394530244
28,21848.39968030148,206.52198857350965
29,1896.5291333125092,127.449737661187
30,2445.9038984370063,144.1200378313665
31,2124.5906389086504,125.4569591943449
32,1707.130965617942,131.70655571605562
33,23793.556841442456,209.20024147532789
34,24169.96271116788,210.3740703583199
35,2198.772138573077,143.944796125526
36,2163.0612861621944,111.01606987264225
37,1661.5765947408397,119.8804329506037
38,2202.2901503747985,144.28256252260726
39,2124.643553939267,125.86955201239617
40,2214.8368734436613,132.86854572940968
41,1896.5412740175807,127.57429221367984
42,174761.71607799493,1178.046297341417
43,2199.429926053596,143.84249116332657
44,2202.341892977456,143.91697407804594
45,1896.823875148808,128.15789792332694
46,2747.033871324648,173.1357376889857
47,1900.087645541457,128.01823171980917
48,2163.1397333994623,111.0478254759805
49,1896.5294571539691,127.42653704202152
50,11751.114264524736,194.89274217944168
