index,error,rmse
1,2056.03403299724,136.92736994720136
2,2073.874837745478,137.99066663139848
3,3625.3983153764034,159.8567929249484
4,1755.6830098496343,134.49217079240347
5,1755.6865395279672,134.56724937913398
6,2071.6317483643484,121.26673239984876
7,2615.452418174857,173.1852865881229
8,1755.6828687283146,134.5270988665651
9,1755.6825844900604,134.53422601658372
10,3638.392080154881,168.35752414693496
11,2026.9441539473812,118.59069257793465
12,12175.713511269509,200.44985832301214
13,2151.7038941557144,126.50866009879215
14,3708.759727127309,176.37685442453284
15,1755.6824475604274,134.54026699524894
16,2069.1202502791834,138.66343199286243
17,2236.225529164873,141.37212587684928
18,2054.9280933391915,155.41613357726354
19,3587.805330668151,182.56160444350633
20,1755.740160076124,134.26497035908537
21,2151.6958320622675,125.95091347677884
22,1755.6844209530825,134.54336329864256
23,1755.6823900000873,134.52650164674364
24,1903.320022272843,128.5416090108465
25,1755.68370546079,134.56005200327704
26,2071.6298127962305,121.24684529895961
27,2494.042628287905,155.72804600922194
28,1653.6043761313645,130.1227648730788
29,16161.039809794587,330.32788839359625
30,26923.063485598792,210.3802853279725
31,2014.972760673104,117.06639352743841
32,2235.588461042454,139.12598132082235
33,1755.6840097224183,134.53026743203714
34,2027.628889909691,120.64226817197698
35,1914.0418189413956,137.30159818993226
36,2225.6717642071067,140.0660122652258
37,2073.827517508893,137.9592560065111
38,2078.044403034713,138.07967508063783
39,1755.683092201406,134.52900116312668
40,2489.890083709746,154.93464078387754
41,1755.683312784311,134.55193288269922
42,3590.7844454994947,182.1589756846093
43,3584.7011352301,179.83030070243743
44,1653.656749979089,130.20887690107276
45,2070.523896535659,138.59726232991935
46,2074.0092706871537,137.99488821783058
47,1755.6826246665814,134.5421408506689
48,2073.830343635954,137.99225049815882
49,2073.847675200841,137.97696043243684
50,2071.6296527552863,121.25668902800157
