index,error,rmse
1,1318.663443554446,61.082501320217666
2,1318.6634668477004,61.05616905180526
3,1318.6635197870644,61.06434454022339
4,16770.437267514902,207.46132803936734
5,1318.663781431077,61.03334373542169
6,1318.7675703012133,61.0310656945952
7,3843.8046203047543,70.65380086047784
8,1318.767692513556,61.022854086937656
9,1318.7676480528503,61.078592133983044
10,1318.7677204204851,61.07073977571671
11,1318.767549602664,61.02664383748992
12,1318.767634996192,61.073756382199576
13,1318.7676142178127,61.014355356495614
14,3925.7470256706474,72.32058096160428
15,1318.767640440305,61.05147243051447
16,1318.767715098359,61.0715778283049
17,1318.7677732165755,61.084034930470416
18,1318.767719988266,61.067931942199095
19,1318.7676180312744,61.04027769900562
20,1318.7677482848828,61.00841146647935
21,1318.767567421599,61.04088934390138
22,3629.6126518476303,67.02468622865125
23,3935.970061184181,72.56397272369074
24,1318.7676010880607,61.05564315154833
25,1318.7676583363746,61.06592056601761
26,1318.7675923295303,61.028147675742495
27,1318.7677108416517,61.09352589772926
28,1318.7677400194275,61.053753103833266
29,1318.7675651343804,61.058345269240746
30,16771.76146454748,207.41768777423476
31,16771.754155718463,207.4766147778145
32,4068.033723440759,73.7610702741974
33,1318.7676318400856,61.04239426754183
34,1318.7676104198515,61.07995727342799
35,16771.758025888892,207.46173128243385
36,1318.767564148676,61.08747689899785
37,1318.7676247922989,61.09251806187106
38,1318.7676118082602,61.10461844103349
39,16771.75684964803,207.44189877688177
40,1318.7675540170258,61.081825699903646
41,1318.7674976641208,61.05097406056578
42,60700.242302399725,222.39772738787903
43,1318.7675771633187,61.05956265933538
44,1318.767604967719,61.06208753634181
45,1318.767598470978,61.01197457827678
46,1318.7675811536851,61.11609599581992
47,2514.102303159816,116.31881899982848
48,1318.7676357125986,61.02602668410259
49,4018.143106440829,73.36198730532566
50,1318.767583468537,61.06865607483415
