index,error,rmse
1,36784.28215655787,1103.8344011429065
2,1474.4849944708287,191.6357580999925
3,32116.9760975917,325.4848703830025
4,107422.50947777469,226.59974637600163
5,6412.2762022029565,188.92918590445504
6,1347.7795914776411,102.96019568779985
7,2034.5802993538116,125.11767896637768
8,1053.5787620034696,90.59031094562772
9,59110.277814893234,217.2694991479829
10,6355.566101205483,168.88846575743224
11,2107.158673836544,141.21671941355365
12,1468.1254500254995,148.41745631293725
13,1308.2520800722866,176.38686568646187
14,1210.3358958141978,580.3608470797974
15,1305.4821308057187,179.1533957245934
16,1308.2292900485272,161.6843912875741
17,1307.815269476608,163.91035324898488
18,81605.3455198535,224.5956821638784
19,32066.893684297564,715.3556506002119
20,1477.076902854996,209.8158879223406
21,1222.1587665729412,443.7133443480052
22,61889.0446552912,208.9122771630341
23,1932.37530756681,290.81561963467016
24,1709.279310776428,296.57607396326875
25,2109.917168256072,148.57058641115717
26,1729.9644063577698,138.966395867193
27,1248.3503803649023,225.1735643176123
28,1355.1283585501187,94.66905831072305
29,5517.737339087507,165.58353010031476
30,22409.99802503549,200.14417167485982
31,1729.8825841189075,138.51424654867594
32,1222.0710275161907,438.46734904217925
33,1286.6475082293243,187.99473173931693
34,1530.821257505601,87.90280571309964
35,33350.81562947855,681.3651881695756
36,1314.632802875039,181.4251256768821
37,2121.134306058062,157.2632533361204
38,2034.723598772846,126.36007816554641
39,1209.6058081383565,535.2050487530845
40,1308.7633469176344,209.54434677084058
41,1476.6243662863712,253.4521371024104
42,6572.771119521329,194.11568147459295
43,1476.3061416282633,257.7976313161061
44,1510.1166387811377,91.57124135788197
45,2407.5638737158706,139.51617196550293
46,6494.225415025274,191.51660797112729
47,1461.971450376176,171.7207571378212
48,849.8031511464504,197.13681452846214
49,2218.2187242746863,677.899324871009
50,887.7835143479233,193.54386377351918
