index,error,rmse
1,1335.2958483832083,49.143180230367896
2,14583.579827597356,214.27368187170086
3,1324.2944781521871,40.44674890870614
4,663.5683189308852,41.52657889275349
5,10982.004226770485,334.4996085040826
6,1369.9358096542364,39.59969597995321
7,5151.208832309514,156.5626243431575
8,10173.869411012292,275.7929131805
9,1713.9921607012857,106.5503325711909
10,14659.626418026231,196.58296522983213
11,2002.742368770298,90.99661444310895
12,1976.657163270183,91.87745302229713
13,1550.4615124718628,127.10144233814934
14,1361.1381056299058,63.56820765734265
15,1365.6443116504158,40.43041064407923
16,12724.723105679384,97.67869876130266
17,2225.7551051491228,122.09109751980867
18,1305.2523675456987,45.30751110201824
19,1388.449219215102,46.279991743901945
20,1307.89727654852,47.037148494339
21,9257.09566225258,255.15083083792658
22,1275.5884580131988,94.8131415178818
23,1348.649785648428,52.341507087732225
24,1298.906333639442,39.800923046966204
25,1362.1149940064572,51.21345015562499
26,1354.843861829453,52.771644042823404
27,13992.134435343636,406.52023161124856
28,1813.923334820021,198.64712949476444
29,1785.984884003842,57.1019838246443
30,1284.940678127864,51.8974714451208
31,662.5288100321663,34.776392412176065
32,2501.4090502517547,147.71849164791345
33,1313.856933532194,46.806125457472085
34,1299.065291679595,40.6700332953472
35,11506.884860675516,206.41804055340936
36,717.9488253514322,42.259959830331326
37,12091.038198752014,241.86455390510466
38,13558.59412115676,437.48974690755205
39,1348.3591934185438,50.36851177166274
40,1265.953862386854,64.12946853902706
41,1360.9216962079029,68.80479313752738
42,1325.4001708504643,39.03455660475664
43,1372.7981520882893,40.30510449892434
44,1364.0966813755458,40.09183176200965
45,1347.6170262354783,76.19258220500996
46,770.2260795661134,52.54430759838054
47,1368.6288907573737,40.15860670180506
48,13181.47061950823,229.04543339043175
49,1935.0636907500425,89.39351222260532
50,2398.6846349437387,128.39103297079677
