error,time,iterations,evaluations,p1,p2,p3,p4,p5,p6,p7,p8,p9
1695.7474048084443,159.63683734799997,977,9400,0.00028580816200070487,0.06386058671155519,3.597333042286311e-05,0.0542484682169766,0.0874331523439276,0.008907266126230272,0.005168443381191973,0.031561399863116686,151.9983398370807
1695.747304536868,233.62028923900016,1495,13573,0.00028597997418185737,0.06384828737450075,3.597254614890145e-05,0.05424862522686846,0.0874304179823484,0.00890545566974568,0.005167887192718295,0.031561357533705175,151.99618136922402
1695.747404579159,252.03716617900045,1243,10983,0.00028584551932911434,0.06386062950349752,3.596639850386419e-05,0.054250228781267174,0.08740805829527622,0.008902994851836052,0.005166294015751745,0.031561472073620346,152.00710984396343
1695.7473870529088,186.80956184299976,1071,10345,0.00028594129295626873,0.06385238924982328,3.5973900151992444e-05,0.05424817994985025,0.08744075402470212,0.008905233799589372,0.005168460459812104,0.03156083225572563,151.99459549165755
1695.7475373996276,242.00575540800003,1441,13160,0.0002862611114802549,0.06382435848333264,3.600289076870475e-05,0.054241463717385245,0.08742289940014236,0.0089050712305111,0.005167118675598621,0.031561290784165925,152.0007714632401
1695.7473146378293,219.121877869,1291,11495,0.00028606197883414394,0.06384032068865507,3.5972864823859926e-05,0.0542489331144208,0.08741942501368494,0.008902490206857773,0.0051671694306233956,0.031562034249474256,152.00459068496596
1695.747249782386,244.62330396699997,1422,13652,0.0002860264790386344,0.06384373499944465,3.598505347065647e-05,0.05424584772859811,0.08742686921994174,0.00890511445664175,0.005167370786980161,0.03156133107018643,152.00165056717475
1695.747329224626,244.70464334299993,1440,13967,0.0002859606970670161,0.06384842016405298,3.598938595930782e-05,0.05424484296267984,0.08740746334698836,0.008903744398573221,0.0051665375091156495,0.03156141838797455,152.01334393843084
1695.7472533740802,157.68332968200002,950,9019,0.00028589730052564605,0.06385518938458391,3.5980375035103455e-05,0.05424741272291395,0.08741036632992395,0.008904447339881546,0.0051665204832398275,0.031561079429943184,152.01333058981825
1695.74724536198,281.14059734600005,1563,13339,0.0002858911097033674,0.06385337306701062,3.5966072410312725e-05,0.05425077603135759,0.08742908076770962,0.008904275535075862,0.005167452641202875,0.031559750167891365,152.02046902148732
1695.7473069006383,173.26056575300004,993,9058,0.00028590653986468946,0.06385481653531774,3.5970355979378505e-05,0.05424920705510179,0.08743273946281636,0.008905947187762352,0.005167969420186444,0.03156068754608482,152.00023375115714
1695.747251437492,214.27626082100005,1244,11684,0.0002860444882481278,0.06384018845408738,3.598718951022201e-05,0.05424507034186082,0.08742514034490355,0.008904691687720503,0.005167637981760156,0.031561782321155245,152.0035802404944
1695.747304395986,487.3973463099999,2575,21256,0.0002858936781011757,0.06385494507413264,3.597575373125122e-05,0.054248306941494996,0.08742416194810503,0.00890669927835603,0.005167238417561903,0.03156030474093401,152.01071307267264
1695.7473674082257,255.96279973399987,1545,13291,0.000286010282045146,0.06384429247928992,3.597559268969389e-05,0.05424826427567377,0.08742851039471468,0.0089040943552221,0.005167477522275879,0.03156140888370105,152.0060335214584
1695.7474034734212,225.06638428800034,1354,12866,0.0002860192475117663,0.06384232978439366,3.597649379284034e-05,0.05424837527056046,0.08740803563800861,0.008902318023111644,0.005165848202308364,0.031560914748927915,152.02830445106088
1695.7473242834592,196.68047738699988,1076,10403,0.00028608148037542253,0.06383810031491942,3.597163307139523e-05,0.05424957995140188,0.08741465061125156,0.008902105073484271,0.005166539224535543,0.031561159711585456,152.02054285221357
1695.7474649636438,283.46529676599994,1703,15282,0.00028611640249540793,0.06383442310974939,3.597354206325909e-05,0.05424927197450378,0.08744667936841449,0.008905205590384583,0.005168146455528522,0.03155968110998995,152.0188415550534
1695.7475701892033,242.65529335999963,1536,14393,0.00028612083307967404,0.06383752854128112,3.598181954910897e-05,0.054247010719199115,0.0874499190109673,0.008904639792173737,0.005168604119025879,0.03155784582205879,152.01582597147114
1695.7473134798524,222.133725658,1355,11827,0.0002859314120191062,0.06385484203851871,3.597604952860171e-05,0.05424798311609783,0.08742569234340597,0.00890328879671866,0.005167891969797516,0.03156090458661504,152.0008518385579
1695.7472221335881,292.9104253780006,1678,15756,0.0002860526227431705,0.06384100201502252,3.597992660369937e-05,0.05424702199068753,0.0874220873976365,0.008903846043124143,0.005167109343813652,0.03156192035750685,152.00301758552348
1695.7476408966484,176.61339051800041,1062,9995,0.00028569147369728065,0.06387482497629966,3.596983993173938e-05,0.0542491075733255,0.08744785848143478,0.008906715404702444,0.00516910086320965,0.03155982008735919,151.99701049700693
1695.7473799660997,298.29640872300024,1732,15365,0.0002858475061434499,0.0638606549431408,3.597015882238136e-05,0.05424952647864555,0.08743092960397637,0.00890383833186953,0.005168108014796421,0.031561038863899826,151.9988522835625
1695.7479238133835,199.74512286000027,1105,10699,0.00028578243334870143,0.06387390854918736,3.5977905839771e-05,0.054247471451799936,0.08742272510557002,0.008904678225523394,0.0051670421994756775,0.031560290190144495,151.99994878702654
5493.669137452159,193.92875299499974,1086,10243,6.19110431787311e-07,0.16500215099474583,9.384129410710597e-06,0.06654514988911371,0.09842330054927631,0.014770112658030665,0.007092733919679526,0.027153126654331176,458.16949604996347
5500.635500276199,153.1597407930003,945,8737,6.19536753164992e-07,0.16480704417459996,9.266602378798881e-06,0.06664637568363775,0.09859884378037212,0.014809950453429806,0.007116022414724372,0.027145370723731254,460.5826597382926
1695.7474154568736,237.21300228200016,1441,13831,0.00028565765760236566,0.06387756355457903,3.5970788909449855e-05,0.05424953475249592,0.08743542648225795,0.008908662206432492,0.0051681365883084595,0.03155873490915128,152.0075826105077
1695.7472868193288,317.78249995900023,1870,16147,0.00028605538098768667,0.06384129586787118,3.59904226295121e-05,0.05424454463317734,0.0874113039551449,0.008902299539906669,0.005166555993526102,0.03156227796060887,152.0090475589902
1695.747732396141,219.58103070499965,1270,12425,0.00028590790377318163,0.06385503854923369,3.59605305607729e-05,0.05425115583828493,0.08742344043034721,0.008903296600983416,0.0051673633271407315,0.031561515709097245,151.9955414890363
1695.7474931646989,211.33756568700028,1231,11425,0.00028595845122516173,0.0638518595887948,3.598698162501155e-05,0.05424528162527477,0.08743746830833704,0.008906982149832487,0.0051684825394872555,0.0315592587180131,151.99697292271753
1695.747744353413,180.7818152280006,1105,9919,0.0002858919598451482,0.06385725576698915,3.597678749628818e-05,0.0542490945021903,0.08740953129628039,0.008906385489647341,0.005166299681257722,0.031560610965753966,152.01476466566615
1695.747424894067,162.79860783200002,1006,9766,0.00028611538201210536,0.06383263210336941,3.598452301393039e-05,0.054246480959255564,0.08743375997132175,0.008905252056713608,0.0051681465953585465,0.03155892460073261,152.01918516464863
1695.7474093146725,256.3379345489993,1498,12713,0.00028592544704646053,0.06385298627857723,3.598743092849449e-05,0.05424587359746914,0.08742042570159096,0.008903184765988918,0.005166717752311924,0.03156241987345464,152.01776762804312
81265.5233893488,674.058816582,1683,13238,21.727636220390362,0.00622300486098578,65.08127366303253,0.016143262725332633,87.12117722263416,0.01009875243207514,2.0372117453780745,0.0371162875131559,499.99900339935056
22430.463336318164,159.09654653599955,998,9153,1.0000165516335228e-07,0.3028692379681406,0.001834968069353975,0.019787610969340196,9.190694125139261e-05,0.21639861222630524,0.0002866193221256288,0.05702254251764187,106.39827667737956
5259.895366604869,124.02996243100006,632,5929,8.684619379690997e-07,0.1623751366749991,9.361862865566222e-06,0.06668251613773526,0.09860344435136636,0.01452841990285487,0.006861853864884024,0.027084560730607308,392.09959604708837
1695.7474187548994,208.81420559199978,1142,11166,0.0002860706904290368,0.06383707177778739,3.598209164140159e-05,0.05424648022677097,0.08743147645377573,0.00890428134063893,0.005167646561649451,0.03156122670459495,152.01180364655164
81265.20280789287,806.3098316139994,1787,14575,275.45714246912365,0.020770628916101864,826.5780180111268,0.0015823591390237226,112.20906761860309,0.01336031658576313,2.6270198079428604,0.033862750923567365,499.99998193132126
1695.7477345097318,157.2407107759991,965,9040,0.00028600721616457367,0.0638477177967779,3.599142786709847e-05,0.05424408109289241,0.08741819211729641,0.008903099413408921,0.005167193605482899,0.03156083312381314,152.01002628563307
