error,time,iterations,evaluations,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15
2698.7368863432766,259.6651553600095,1992,19947,8.684431987389855e-06,0.1816357425576053,2.3923651198020856e-07,0.036201187589541786,0.0010280689836782092,0.0335131356884589,0.00011351280680079533,0.04541999379490325,0.16441475787286172,0.017248986123243826,0.009460354234991194,0.02729871296807389,444.3459112637303,461.7349822884309,163.44213640524293
1122.9637687253764,369.74620136400335,2833,28183,8.167963951101967e-07,0.24289175165539997,0.005164009518586573,0.0035360717850993137,0.0022038949840084768,1.0801206492951233e-07,0.00046619607708053655,0.03585066121203682,0.12929343872149346,0.014597606572558795,0.005958592677101773,0.029634553067028155,231.2211051721042,268.00505830704947,276.29320428458146
13106.16565329035,288.75022572900343,2228,21225,0.001332136196645729,3.5833989361630837e-07,2.028456128152802e-06,0.16679933084224177,1.0000359356072058e-07,0.2780799546015691,0.0017946597752935723,0.02131503780538005,5.776387552896683e-07,0.29962108343860583,0.0003892507717031784,0.053124486276285694,442.7106853284906,459.0514895029818,209.95596098619194
2049.336852681869,298.1571576960123,2217,24145,0.0021284027346698143,0.037168310388862195,0.0011033997337872642,0.0505018272852149,0.0038445268579355056,1.0491018049056539e-07,0.0002177420282698397,0.039790945731132864,0.12213673556210729,0.012993755367809102,0.006433686561884872,0.03102590206832216,312.9871975166406,318.46324014079187,163.6814893188456
1148.3776015517533,383.1311782459961,2879,31323,1.0010640535560834e-07,0.288632163924199,0.004927733718611446,0.003224950115213434,0.0012803274270073667,1.0194558529276068e-07,0.0005195929465330809,0.034804068531742914,0.1198970963537524,0.014160538185889544,0.005417055489763688,0.030606283549630034,339.97746102492016,342.9881895459944,396.4968638861367
16909.13612351264,132.69676775900007,996,11087,2.0112395221083443e-06,0.3058601320509798,1.3817286238578607e-05,0.12476249083490787,5.434899363933644e-07,0.19189107991796414,0.0010838277777982363,0.025863789098665827,3.07357708449574e-05,0.20400992230798337,0.00043130445882564477,0.052466544846717776,138.24275958327098,144.3076310993913,294.682302485681
2827.9480590037083,373.1278871109971,2821,27536,0.0005226734746694725,0.03380613177626346,0.27437602368808234,0.035104462887569146,694.2558565146235,1.3282757811696486e-06,0.34488797851730435,0.012681683766839825,0.18544479891797802,0.018120553401591247,0.010889694562555844,0.026010353567885017,325.09868556362807,220.28582060478735,156.84727259616872
15432.343163894851,355.74775195399707,2789,26756,3.698492699051459,3.1228666147026596e-06,922.6386271935502,5.770072804203991e-07,0.00010105119425500967,0.2684606125554204,0.0017454417848254441,0.02144673464528838,1.4120100694882944e-06,0.27960550620106445,0.00035305698866693324,0.05397168867537304,7.831071838992101,146.8221699687203,196.0039425303221
1133.2694329259737,271.7625897550024,2065,22070,1.7717673496208891e-07,0.2765421032638895,0.004950167453288982,0.003426909466018188,0.001609281163412871,1.0164316054343239e-07,0.0005035820055912531,0.03512490792301977,0.12316368003730795,0.014293106964861775,0.005594176992578064,0.030264395162433795,12.340714642996604,13.24584729027865,339.0406833239825
1148.8076569522102,295.38610550400335,2228,24177,1.0001146629639803e-07,0.2886115255909267,0.004499704351163995,0.0032159780349756734,0.001408530998861477,1.006473924574246e-07,0.0005194808169119784,0.034805418171549245,0.11982569421154374,0.014155483623535213,0.005411903444493437,0.03061666186927899,29.8168614021712,36.42142406499933,398.2492256613124
2810.4938752914713,271.1086813790025,2156,21325,0.0005513018626161736,0.03255309814082713,0.00011110464933471153,0.13340843058838786,0.735666895862138,0.11873992699265347,8.418050006301896e-05,0.047873355937850665,0.1840224024041578,0.01839839925515372,0.010990155475519974,0.02600221414754182,55.04850099877337,24.489001171207352,155.34081066321687
2049.2192093478516,473.5112786410027,3667,38385,0.0021254067103509086,0.03719294772504328,0.0005549771766392633,0.05050483956223756,1.6050063342104641,1.0240196831110166e-07,0.0002307355905183393,0.03977451854715187,0.12213358952214098,0.012990968691548402,0.006433615006062797,0.031028697815149518,0.03503251742282889,27.85089496652994,163.64557874379378
14126.652226747512,332.01384340300865,2114,21163,1.0001211512046793e-07,0.3837619958998519,50.84930209751466,0.02482302298461632,0.03732035906078655,1.3948518154917215e-06,0.0022495232239508308,0.01917269747384101,2.8486497545676243e-07,0.3191696432438599,0.00029820585312145874,0.055215712410776774,112.94836787211885,109.08191920415265,199.57161710587854
2699.3751272058294,268.24310543600586,2071,21909,1.286153833604417e-07,0.28739804468829966,1.1905954734883974e-07,0.04617221803871349,0.0005020930723404911,0.034435443502423106,0.00011089721568234818,0.04558856029816653,0.1660842220807954,0.017344737960080743,0.009604334873505494,0.027193331758433296,39.0767955404272,0.0005816106664916466,160.96831839391456
2823.970982357231,650.6614500300057,5345,48509,0.0005232426457585911,0.03373297029607177,0.002736773851738902,0.04636432504782562,157.78239287382996,1.0570460257600507e-07,208.8606980430473,1.117009225667785e-07,0.44549067679023385,0.01814743211731531,0.010877877233756807,0.026007928649428788,278.7398790474112,18.916323861406635,377.368075405863
1122.9579249052597,292.95726118299353,2242,24296,8.227120460840944e-07,0.24272786276581335,0.0057115877434393975,0.0035398255281662663,0.001979772559501114,1.0808895078960205e-07,0.00046631651590703556,0.03584772044615843,0.12927895172434195,0.014600728821656252,0.0059595353615779795,0.029633080386493198,134.87379637490926,127.04760194442467,276.4729076533122
2824.373037710878,298.8867472069978,2297,22106,0.002451575190677739,0.032953106597888866,765.8782162637519,2.0440749008343986e-05,727.6920600182158,0.004242627900158293,0.0005439638407685946,0.04316520930841334,0.18457881880330235,0.018136752862553035,0.01087216760760498,0.0260214373755339,271.7396045807756,223.76607965291637,156.49567749639337
1122.9655218770333,301.1551869469986,2295,25344,8.194125390848897e-07,0.24285489665254226,0.005240071466579485,0.0035431697731074874,0.002168498774991067,1.0265639513820397e-07,0.0004660120292727653,0.03585376214413764,0.12939185432823191,0.014599385967899928,0.005965122651378858,0.029626418510814653,342.4296853777251,384.5995144900757,276.12012626493964
2049.5178741630757,558.8052437470033,4435,46756,0.0021291383236397574,0.037185191186736306,0.000555611606106013,0.050472038452917825,992.1940567526481,1.5722485638743294e-07,0.0026397634070283583,0.03978212146591194,0.12213893054295288,0.012988125426508592,0.006432464089645712,0.031030268376490963,0.0020734458276106317,89.32074687284586,163.82471634647214
16845.93761693627,110.21453244399163,826,9491,301.6136873002822,0.01615644757452298,0.039606275730278424,0.03716848876854588,1.1455109458407796e-06,0.18498226617145774,0.0011794366676955343,0.025065117666493813,6.228979793224049e-05,0.18924414407482945,0.0004330242422526333,0.052437637942297395,335.1341852176001,338.60920084344593,209.31769066071917
1124.4533533323786,366.2208060789999,2560,27265,1.6070987004267877e-06,0.2279409738738281,0.003576970761154167,0.0035254522135304326,0.005727792042014532,1.0506963623075074e-07,0.00045120874537797373,0.03614887031233619,0.13177623007005493,0.014728129378127938,0.006112774441667448,0.029401891428311122,2.260447907545905,9.302033437294005,258.9982573683936
13083.718662524994,335.53626386099495,2621,25631,0.0013085820452761199,1.8578961769889235e-07,1.659393269337278e-06,0.16847224472701774,1.000041272933406e-07,0.2805252486754526,0.0018044714629832594,0.0212817995370896,5.033598793522685e-07,0.3029862493078077,0.00038908205793178834,0.05309143643011201,405.94994834343726,518.3652567706849,213.08610175200585
