error,time,iterations,evaluations,p1,p2,p3,p4,p5,p6,p7,p8,p9
1291.4118195372869,462.0529566819969,1449,13136,0.00038611468756044056,0.07521940568843144,7.868515073854239e-05,0.04785835280808659,0.09861611084736588,0.013365231777739895,0.006201535127694415,0.029738828561996698,146.37787067483208
1291.4116873586665,438.87520230899827,1324,11944,0.00038611340659526575,0.07522574712751677,7.868587979743953e-05,0.04785721071777893,0.09864032151882494,0.013366415262995895,0.006204112354865481,0.029738830496783244,146.35255265227693
1291.4117578044954,681.8971539100021,2354,19008,0.00038610732848278677,0.07522689748654088,7.868894511963348e-05,0.04785667516711407,0.09862580258696699,0.013365667000090576,0.00620315030140284,0.029739893072599433,146.35308810111687
1291.411814583977,427.6607534229988,1348,11474,0.00038613686659732393,0.07522144080731187,7.86859895246338e-05,0.047857805063206006,0.09863226628774752,0.01336537499657639,0.006203123659777138,0.029739213833263323,146.36187860272506
1291.4116084965665,514.5445972079979,1737,14793,0.0003861063038244344,0.07522557880485571,7.868700049286858e-05,0.04785752821970698,0.09862480672918868,0.013365440680647695,0.006202863235546349,0.029739309105934805,146.35814090081288
152589.93818385687,369.7320571770033,1377,10137,0.007312298075627527,1.0000911650282994e-07,0.9358675086547992,1.0022331087213183e-07,1.0000194626147006e-07,0.0852995808792186,7.762961891652519e-07,0.17480384988595854,497.3476913166926
1291.4117420849295,401.072902863998,1139,10608,0.0003861293938629237,0.07522922616375032,7.869113431873837e-05,0.047857111195456714,0.09862320736915187,0.013366235448607886,0.006202817058055342,0.02973964682275087,146.35693980601175
1291.4116523552525,410.48353373199643,1181,11572,0.0003861239259910267,0.07522827759718054,7.86862455166139e-05,0.04785760510764598,0.09861121125741922,0.013363835679014467,0.006201925692185914,0.02974103987164385,146.3600967823536
2661.164798680994,328.598544294,1025,9775,0.0003663809520842087,0.059670752208266536,6.420129261529844e-05,0.05361160544366797,0.10169396609629217,0.013116959176824719,0.0021488466436034165,0.02501081229770513,424.30491076163327
1291.4117772907368,434.84561561999726,1309,12482,0.00038612665712503536,0.0752223095087664,7.868821167629749e-05,0.04785712631221383,0.09863179300354141,0.013364128578825275,0.006203203445368365,0.02974078369119414,146.3592573597816
1291.4118087805932,449.85094565599866,1384,13025,0.00038610850562536067,0.07522678139577083,7.868532760638348e-05,0.04785706885723887,0.09862686774789317,0.013365338134500051,0.0062033887494058184,0.029740501686341302,146.3477099152371
1291.4117630571782,413.15520935600216,1225,11753,0.0003861065719013162,0.07522328667816491,7.868841671497739e-05,0.047857506240456454,0.0986294019399367,0.013364175148403408,0.006202941878231775,0.029739791067651438,146.36570093132215
1291.4117619343929,378.7136670320033,1156,10416,0.0003861222055722454,0.0752299686545219,7.868158679372597e-05,0.0478582308652598,0.09863319163297482,0.013364949869888608,0.006202848374237847,0.029738847003988784,146.36841008316645
1291.4116973752268,417.2100070269953,1275,11799,0.00038613093738070625,0.07522396882489919,7.868400472984929e-05,0.047857944239232786,0.09863057637789552,0.013364544275642565,0.006203216482442523,0.029739964928695836,146.35768409855214
1291.4117431059851,859.6089102049955,2792,24044,0.0003861427490947089,0.0752274755688466,7.868919495293551e-05,0.04785717031162708,0.09863151502360647,0.013366145321025551,0.006202906364840122,0.029739344899421875,146.36301168899462
1291.4118363992682,722.6450252350041,2592,20455,0.0003861284464779507,0.07522868933055349,7.867827876325604e-05,0.04785897989089052,0.09862731012340976,0.013365114887178807,0.0062024651414789,0.029739380492826734,146.36669896439471
1291.4117469897717,344.3862859110013,1092,9828,0.0003861259022262376,0.07522360500896018,7.86812683348889e-05,0.04785784612719896,0.0986361575401485,0.013364456280065119,0.006203613419875326,0.029740066222358863,146.3546010715905
1291.4117929179004,832.809745175,2689,23570,0.00038611631385624523,0.07523421738070969,7.868174733185397e-05,0.04785790186107044,0.09864065811190185,0.013366105272722697,0.006203631145279975,0.029738584246848415,146.36093885629663
1291.4118719180274,698.136092789995,2435,19607,0.0003861408555699021,0.07522530199079688,7.868827380133339e-05,0.04785716617799894,0.09863098446820635,0.013364913712393687,0.006203432273246956,0.029740281707138005,146.35458721027743
59674.10462539203,300.4405251979988,956,8806,2.375497903417876e-06,0.13719638450837615,0.0003108327678745391,0.03387806751437121,1.0001766715706415e-07,0.3260040630761195,7.531152313551886e-05,0.0667265402392105,298.32968928180975
1291.4116853695382,499.44753229399794,1597,14332,0.0003861319969329407,0.07522990471215607,7.868461189598341e-05,0.047857663599945685,0.09864190660208767,0.013365858565201113,0.006203971632118784,0.029739098115700087,146.35547560428924
57412.66914223402,439.8544200910037,1370,12699,1.1587661816278785e-06,0.22094958359175793,0.0002985770597939461,0.03473292619089911,1.0000543763147222e-07,0.35799175452119797,8.12713602226549e-05,0.06618188481672363,122.90096642961647
1291.411690277277,491.11464965600317,1587,14105,0.0003861198216494942,0.07522683430385528,7.86832768657121e-05,0.047857916803669825,0.09862756524634055,0.013364387616107094,0.006202879525571466,0.02974013999323209,146.36077573914662
1291.411627527904,377.54591956099466,1147,10158,0.0003861276361905711,0.07522555796958544,7.868659215593484e-05,0.04785779976510542,0.0986414933499595,0.013367340164788128,0.006203643215364479,0.029737460012540986,146.36483537001786
1291.4117604979772,393.9689369270054,1205,10995,0.00038610529894650127,0.07523133543935329,7.868384719145693e-05,0.04785788563112338,0.09864773841960317,0.013367817317492394,0.006203823708741706,0.029736632393504304,146.3665296124207
57412.67574103026,474.84087610500137,1524,14130,1.1569494546300097e-06,0.22109400644280733,0.000298522149293175,0.0347217814844192,1.0000763864727675e-07,0.35801027220077447,8.13979164346511e-05,0.06619448572471234,122.70125297703153
58063.25375794262,378.769988273998,1135,10514,5.614024887724103e-07,0.23910718156840297,0.000289492719381856,0.037571830072089224,1.0001546611337979e-07,0.3635441704620192,5.604263440167915e-05,0.06392478767414976,176.10362470394688
1291.4117593629032,683.4106097690019,2399,19338,0.00038610024498269267,0.07522587959922794,7.868668170581768e-05,0.047856938114930206,0.09862960390384304,0.013365865428464248,0.006203443867340526,0.02973929630724463,146.3514069505807
1291.4117466398816,385.05750135199924,1135,10833,0.00038610208164080613,0.07522575327310141,7.868673107516099e-05,0.047857365451062325,0.09862339404148812,0.013365668263121546,0.006203039613661671,0.029739353817748195,146.35510845328807
1291.4117253743661,611.2139513250004,2068,17470,0.00038610947707709776,0.07522613278747195,7.868766235346915e-05,0.04785756177085455,0.09862787539372302,0.013365791090388058,0.0062026788293746025,0.029739089433914026,146.3655254850148
1291.4117704786754,464.1208303960011,1409,13812,0.00038610982117502564,0.07522704366135605,7.867498200254175e-05,0.04785913775087796,0.09864428870626413,0.013365665996463905,0.006203497362319974,0.02973844552251886,146.36803551896068
1291.4118500655534,377.25011248000374,1143,10326,0.0003861055064281049,0.07522135477367987,7.868272237614824e-05,0.04785808096538128,0.09862746195666355,0.013365485265907005,0.006202842728882232,0.029738316338689442,146.36344348920167
1291.4118978760207,369.11620784000115,1107,10123,0.00038613628774596446,0.07522641060894826,7.868896819754966e-05,0.04785638358615999,0.09863235672067533,0.013364659064930598,0.00620410575265037,0.02974141639068112,146.340157695347
1291.411874817894,424.0950657920039,1318,12122,0.0003861295673978048,0.07521919537060764,7.868785850250146e-05,0.04785758133424413,0.0986246125392075,0.01336388544512444,0.0062024385626284016,0.029740899549925277,146.36646332037265
1291.4117833384992,600.4799055109979,1938,17433,0.00038612460353009613,0.07522626197497209,7.868770229595265e-05,0.04785716816112076,0.09861663918259188,0.013366043328247807,0.006202420944454008,0.029740096071977886,146.35295081068728
1291.4118007037057,453.35715608699684,1415,12952,0.0003861099843249394,0.07522514598222922,7.868443901539551e-05,0.047857332401766595,0.09862232936440797,0.01336359645145349,0.00620287839993311,0.029741337569806004,146.35335641840223
