error,time,iterations,evaluations,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21
1416.5793518600128,2555.1298733840085,7816,77903,0.00037261306271732275,0.07988724982014397,8.828968501817312e-05,0.13064913469819217,3.2168832706762163,0.08995129713866654,0.00048719217829318047,0.12112116272335152,1.0000888848531449e-07,0.1578985891158051,0.003792095140910424,0.09810186519108863,0.0018692494904064055,0.08023641861405273,0.0030165288514730124,0.03429776233513545,0.09160018087775773,0.011545865912461912,0.0008486168189220627,0.029075608350203886,499.9998987454974
1439.7728581962276,2018.7282348159933,6357,62123,0.0003673159033383364,0.08015923455364578,1.0001483495552731e-07,0.18401109781008054,3.249663763268747e-07,0.3641071476792432,2.427879161208599e-06,0.16469959679075008,136.1956725306361,0.030995561242075535,992.944742724993,2.1257263935444853e-05,1.000430122377266e-07,0.18271591981264954,0.003145214828829138,0.033965004348388256,0.0864365366591886,0.011268205541948698,0.0008056474248789014,0.029511435766665383,499.9997658556466
9677.764973287263,2340.8100736060005,7091,66422,81.37323138490922,3.6523869927694606e-06,1.0000008806822896e-07,0.06716773023317053,0.00038655676683148983,0.07296752772666423,0.00022847385813333778,0.07147944122120954,10.563260070400903,0.001802652832871627,77.91832266491683,0.021266193023192857,2.598242776530854,0.005592902227506524,0.10081725299216095,1.2841138022145626e-07,0.829381485798962,0.027826605095854783,0.01299888152864111,0.009280506277512996,499.9996847826016
1337.861300931479,1390.3589892599994,3981,42494,0.0003200930003045197,0.07882034169801085,4.3690900729389624e-05,0.12394781055292853,4.721462332761637,0.00016706651664386338,13.31943785673373,0.00033799465602702257,37.85206115072934,0.019868363629084517,1.0004875020157999e-07,0.19187573097531677,1.0000628351339418e-07,0.19905886790793437,0.00044158329835750244,0.03378309526178563,0.08175532461461234,0.01098548724977991,0.005616972834102851,0.03189155131977323,76.32234886028657
1308.2260675978396,1758.054210108996,5237,53734,0.0003273823822273997,0.0776028655436807,1.0003303498077626e-07,0.1918480700534984,306.14032523151894,0.019712695200522812,0.0021902706874136237,0.1085932929378441,1.000107671402254e-07,0.23531994339258855,0.03229936273548758,0.08617035133922678,7.268220824255094e-07,0.18720224249812265,0.0004636687720448359,0.03343393081477592,0.08368568112163584,0.010813608034690768,0.005580451938565146,0.03186643438356922,77.38299492577111
1439.708219386667,2448.035906764999,7760,73214,0.00036759996692436786,0.08013113051909666,1.0000944724753347e-07,0.16285671145385677,2.26750608594788e-07,0.3699376651300891,1.5244334226030027e-07,0.18828857694102563,1.0244491773980934e-07,0.2752440187334173,202.05948434912838,0.002265106369279862,0.002331858676204483,0.16049146884675608,0.003152141670266446,0.03394685699599202,0.08641988835258686,0.011256597011812974,0.0008046058262140774,0.029522998451345064,499.99997455395237
1422.5145234051377,1989.1529681749962,6127,62008,0.00037543272451689736,0.07957328925782368,2.376361731134893e-06,0.16547659535898404,1.0001644752104976e-07,0.1554399870412759,0.000404125386537213,0.11567438198957886,0.0006389396651911096,0.0740632342977043,75.341919867139,0.0011365895706260162,999.9595156418401,6.173790375038945e-07,0.04462767831785155,0.03296509658891051,0.09121318522069581,0.01165116491496046,0.0008336344112584155,0.029196224770748253,499.9999207890744
1171.2148907789856,2421.4447025099944,7356,75589,0.00019718903282599492,0.081973930439099,1.4940081481866527,0.054204060742061154,0.017084486142628304,0.1829554568197526,1.8629446788317416,0.03335391246698042,5.59091766873929e-07,0.2022528697849211,1.0004768675053706e-07,0.13981518168810653,0.0005556108009796911,0.15200186204810465,0.0005157947859680695,0.03269697432673094,0.08275295438115206,0.010077670999199472,0.00532266566448816,0.032124531476323846,136.00804553881966
1226.8105297830632,1993.6800865230034,5917,61398,0.0001984309350675475,0.08417638135598106,29.212313217164887,0.029424749741009216,0.0015448359489047456,0.2184621892783207,1.000088905422727e-07,0.14698077812065463,0.03239589447172338,0.17228808848826443,0.025229411818429245,0.0882282434076031,0.0013039943600720875,0.017617295204543224,0.0004870326782107374,0.03311070919953664,0.08401161822694092,0.010301677277711805,0.005615329774144451,0.031675153878631464,132.12026686987474
2334.4171520471245,953.7995023460098,3003,28678,0.00020172981458012624,0.07855971366816641,786.2400153411141,0.0018706790201585201,0.0018214311595803501,0.2202623950151904,46.08704924872815,0.025590989149718923,1.039748299420842e-07,0.3831142650989631,1.0000365095865336e-07,0.1844271583700623,7.576181135449626e-06,0.14897587532102488,0.0013120883189570176,0.0343551056847836,0.09219586427931456,0.013766999549299646,0.001998301527390936,0.02596275690625052,394.8705841882002
