error,time,iterations,evaluations,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17
2056.03403299724,1260.0569122970046,4490,40134,1.1092587750836593e-05,0.1386620211647793,1.0003760634460324e-07,0.04264688854683267,0.004701099856048015,0.0007722589661522943,12.310928300233613,0.03663120734558147,1.2658674052538468,0.0626344212653382,0.0006714954570506966,0.030077075260573103,0.19682901913983708,0.01580858706404372,0.010861765580813029,0.025613233611749317,158.78028861248166
2073.874837745478,1199.7848223980109,4191,37496,0.0042221170116445335,0.01862832576072932,0.0004681762351299513,0.12145223309325083,0.0007415394009697266,0.05952359876490603,0.00258409632690704,0.03202507892658733,962.4419650382665,1.0687633369589131e-07,235.9340525672685,1.0390400854335552e-07,0.2525637039017038,0.018357712867045017,0.013312602410736623,0.024093139327274558,164.93396765295097
3625.3983153764034,601.6578292990016,2096,19530,5.805862576971246e-06,0.28837554852458663,57.515477449218416,0.0007400858179440753,0.146483085256444,0.010780148225868681,1.0001071068615278e-07,0.04264919510787523,0.0003998990764393172,0.06389506710885906,0.0017237437617942076,0.03131733690108715,0.5015746861383891,0.023593231056459895,0.009902824356255769,0.013653094937859253,438.64131661795403
1755.6830098496343,1351.4934834239975,4475,44512,0.0011176963225791154,0.004309043783587543,1.0003788534965924e-07,0.04264702010905097,0.0021185202212876853,0.03009447789873547,0.0004873225791069133,0.12111923763823154,0.0011813706389997248,0.04183141913618788,0.0007831090543459001,0.02896581490776105,0.18236650515563674,0.014257627043739859,0.00912578858456771,0.026943075085347257,172.48938253480446
1755.6865395279672,1453.8079199359927,4906,47408,0.0011150759305960185,0.004235344563886763,1.0003073895991988e-07,0.0427039951986878,0.0021125546758956914,0.03011794406853671,0.00048483997424180554,0.12116154868851221,0.0011830394278426408,0.041796349979305966,0.0007841952483494648,0.02895662547698161,0.1824732818255406,0.014252363166702496,0.009123250026671142,0.026945199111773187,172.6313833353714
2071.6317483643484,1627.9201897980092,5483,53292,0.04044873433413642,0.16823892135441842,1.000368316809094e-07,0.10757731928794986,0.0027676827173520745,1.7703153045320396e-07,1.000096109547137e-07,0.08953024694053471,0.0005247865845013722,0.05497131899120105,0.0007073573919695804,0.02957746952107632,0.19499954060261235,0.01626708361820104,0.010995740344583414,0.02545271653517997,155.41458226747375
2615.452418174857,896.9409437459981,2963,28864,0.0007500979862186829,0.05678981298882475,0.004925567290629078,0.10183949313396422,0.06315248968059854,0.0692247959583832,0.009924265571383489,1.3942694733287655e-07,0.00623542767525734,1.1376881133951824e-07,0.003078440114978704,0.029703657461256295,0.44675497445745166,0.022631887977613334,0.008446502540887862,0.016093395932316148,435.42451251772445
1755.6828687283146,1821.0147860589932,6535,57283,0.0011163532573558411,0.004270624654749649,1.0002629314244522e-07,0.042648765207650444,0.0021129358442750035,0.030151205513268425,0.0004853304217294178,0.12115336903837547,0.0011829474127766392,0.041781245160989924,0.0007838123150478334,0.028960889206078557,0.18246177930379073,0.014260507638162695,0.009124609949114038,0.026938149858956654,172.5953926967701
1755.6825844900604,1954.0764230060013,6807,61663,0.0011163685471517553,0.004281230307698253,1.0000314696045127e-07,0.04265181580635908,0.0021177308499543326,0.0300772841027896,0.0004884833308382712,0.12109928339926361,0.001182213399399111,0.041822103844220485,0.0007837189097851168,0.028962410243349206,0.18243238964764313,0.01425905279234217,0.009123408804509117,0.026940370825465666,172.59037212352928
3638.392080154881,1118.5249759979924,3653,34631,0.6837392693328445,0.11985363073775017,0.003685560890779458,0.10249870747342522,0.0029458121001174004,0.027218533424413036,0.00036711282943996577,0.12347783357867051,0.0009605068392700705,0.050470166072545834,0.0013760998356867236,0.033433310221843246,0.4670531970261172,0.02526127073730928,0.009832928198513925,0.012654758700995104,392.16505361969547
