error,time,iterations,evaluations,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11
2135.3275015206023,239.34867234600097,926,9968,0.0008349468502601294,0.04469427750148687,7.145236726350637e-05,0.04914687366369226,933.842379952109,939.286278221204,0.19376475891145367,0.019667892186320163,0.012426446152019002,0.025016590802109443,142.6375405269653
2135.327189804005,265.6429819529949,1037,11027,0.0007312687927908139,0.04470678709545288,7.144978683446541e-05,0.04914728893201919,267.13587376200337,202.36628912085033,0.19379691757976775,0.01966699667039362,0.012428768267069347,0.02501452591646409,142.65567185819182
12312.460182821553,190.82724224399863,763,7959,2.8949368795736917e-06,0.17342883966508313,0.0011449865631572144,0.02518988053913866,275.7953434587107,286.2005500560178,0.00014889438184829742,0.17153945562115586,0.00045649257117788875,0.05225861220553949,159.26864425448056
2519.4573367745033,322.7352375289993,1373,14203,0.000640150242585051,0.024169284678531428,8.132969344702431e-05,0.048473894025393004,557.2547442520156,559.7520963248331,0.1573191588465,0.01759628926979253,0.009795288297531561,0.02682959929484334,241.60854900470525
2135.327240108704,272.89835015699646,1049,11224,0.0008043689505738262,0.04470849734253103,7.14527113641171e-05,0.049145784765470026,975.9140922171812,910.4779991454661,0.19380196329441673,0.019664427658633663,0.01242997321115992,0.02501372045546123,142.6192084510558
2688.5728363438498,210.7289177929997,1022,9992,0.0004210062240332333,0.020638039006901813,9.164843094101939e-05,0.04740581489360825,473.9891715296863,461.7416636964141,0.14956165376282055,0.01702678616495787,0.009332648891222942,0.02746140971197428,351.8113166373665
2135.6133590563404,292.877657877998,1315,13736,0.0008156146960834154,0.04471500764328247,7.156996377957406e-05,0.04913248257401996,573.374467169106,550.1906785363311,0.1939292824291539,0.019673140668498137,0.012438485591267819,0.025005271518164264,142.6160408033415
2135.6133471275025,399.31834970400087,1988,18564,0.0008620252590986157,0.04471003866887877,7.156282108114783e-05,0.04913315825943305,930.5270828689338,996.4838155617509,0.1937851763798353,0.019672687431658006,0.012428724396306637,0.025011082647965442,142.6054228925242
12334.251879323125,213.71524466299888,1035,10047,1.483429341647106e-06,0.18172577146889757,0.00114129942163473,0.025295140697810557,259.00017676391957,230.11602165943646,8.254337536554907e-05,0.18336196578057762,0.0004482175280296818,0.05234369090816653,182.50052080973376
2135.6134324813097,262.21472129599715,1168,11665,0.0008218934920096617,0.04472232451892882,7.141010715929418e-05,0.04915003947203129,958.7328904836723,934.9731699058638,0.19387947822931192,0.01967146572426506,0.012434301330207086,0.02501132360759422,142.59323073548714
12500.2413054949,213.5414029149979,962,10252,4.821985189706723e-07,0.19369083943672358,0.0010966781783744892,0.025714167937851362,770.8578794374416,770.9245601473863,3.803663592303435e-05,0.19867897229302958,0.00044725697535515985,0.052363664601092375,291.32923834841597
12314.586702207638,301.616870206999,1427,13926,3.40228467883704e-06,0.17061708308721063,0.0011402891495354904,0.025209613016596,244.92743978730238,244.57818577841013,0.00018130319942706005,0.16760627280477974,0.0004607166482898864,0.05217309441569124,154.4351199056191
4875.176666355634,317.7887983820001,1423,13983,1.5476194211013666e-06,0.15584478953125702,9.244204366495372e-06,0.06678546022620616,60.27904511206749,66.10149033668834,0.2193417489223767,0.02632507837975843,0.018629865526613658,0.02070298581559331,445.8996862041258
12666.209846423031,279.7184602570014,1179,12701,2.2011305205690538e-07,0.19817846309708068,0.0010654408189478422,0.025906383379988778,817.9516151366422,818.7058454379705,3.1762963466688916e-05,0.2017887721107945,0.0004575080553407644,0.05234698549705823,472.9678987624198
2135.612965268901,297.7449415859992,1471,13885,0.0008074575317078848,0.04470361934691751,7.142785861948113e-05,0.04915047496770506,717.8249436844765,674.6782587920849,0.1938670226233866,0.019670278356379665,0.012432952246741968,0.02500734796382951,142.6328537781624
11464.87998188585,204.13644234099775,937,9635,0.00010992217446158275,0.11294966621372035,0.003996023206144449,0.02793656763887295,537.1826739003061,565.8889279786815,0.009041285145614825,0.1343484693809028,0.00016354443191025653,0.04464256003319007,499.9997422807173
11464.864819761282,213.7102973910005,1017,10161,0.0001683536581357909,0.11294604397226317,0.00399963449549747,0.02792784970477746,171.43217599191883,367.7951269397548,0.009031021122855724,0.13437838138782787,0.00016368523700829732,0.04463729244704439,499.9998961110881
2135.612890751427,387.3284290320007,1958,17153,0.001285134891357888,0.044681664836082415,7.150066315565793e-05,0.049141357050594144,283.0833095411921,590.6734556934844,0.19379290727246767,0.019672529959832593,0.012429471595268663,0.025009896602980128,142.6588218230328
11464.885156367098,214.49531829600164,1002,10205,0.00010540096282286985,0.11313658417384952,0.003994810328666055,0.02793977482646726,648.6627431521636,639.3683619910352,0.008959391617895237,0.13452163119470262,0.00016342575917731701,0.04465389446660251,499.9998955691771
12665.52238443262,199.17551946499952,904,9500,2.2025102770640573e-07,0.1981640315841405,0.0010645351417263083,0.02592056189362766,874.2914808154549,869.0328234239868,3.143142342084987e-05,0.20206464187313888,0.00045716552972205755,0.052327326500989146,471.8441603824655
2763.716978133951,286.9597161010024,1430,13228,0.00032033064978960083,0.01919685698495374,9.804355318718411e-05,0.04681977502195753,715.563715780484,735.8211160488281,0.14667839291879115,0.016775292957854987,0.00913934402871761,0.02772599765723923,467.1846542209719
2135.612854057446,265.20770653900036,1142,11941,0.0010185982618004248,0.044708568449903556,7.14389022291565e-05,0.049147646615994425,187.76551778146964,271.71158555594803,0.19391195499104025,0.019668729438788852,0.012436132990176832,0.02500927149094493,142.6103880831601
2135.6126885441795,271.82015696500093,1202,12236,0.0008213495280885882,0.044711666355293195,7.142399584329155e-05,0.049150385281436185,989.2669840491933,963.5148330466751,0.19382487376329366,0.01967269986633665,0.012431650136410677,0.025009505471095612,142.63388777087533
2135.6129100789954,191.53017826799987,845,9041,0.0007267792497978597,0.044691228129265355,7.152048725937097e-05,0.04913739771834588,483.09223308864443,360.1127495439106,0.19380759754040977,0.01966718213642761,0.012430997850973386,0.02501091169594038,142.6182002651193
12400.869747856312,169.5913410059984,715,7557,8.399776139634867e-07,0.18890698444891646,0.0011180432715028098,0.025540925503400563,849.1136015605687,854.1682559422085,5.187474455411652e-05,0.19252429325595047,0.0004446231377821528,0.05237229995564078,225.58483035458647
2135.6128149068777,275.6261293989992,1182,12730,0.000807459945737823,0.04469511860526255,7.150897463788584e-05,0.0491383306029006,660.806164955954,620.7033599701334,0.19382360967204681,0.019670695348652432,0.012433104842699811,0.02501273107604602,142.6035734289117
2625.937996595528,283.3983272180012,1242,13411,0.000509741779982613,0.0218821794521887,8.736190410026272e-05,0.04783019699887337,486.4694620452565,484.4267324580729,0.15230652075224618,0.017242161567870718,0.009507834478066463,0.027223799320811076,297.42209108496724
2135.6095839641507,331.00712935299816,1723,15475,0.0024355022825273886,0.04470646773629391,7.152112910885385e-05,0.04913723550868443,29.80420645873027,144.6157177806989,0.19372227606070622,0.019672181078976277,0.012427802441961481,0.02501244471315541,142.61273011920727
2135.612829233715,389.4917666100009,1945,17820,0.0009981185468331587,0.04468808169924777,7.148815620214523e-05,0.04914191619295287,507.1562222878545,708.4489907100733,0.1938266624063895,0.019665599766111905,0.012431994807960318,0.02501316156452493,142.62419321105259
2135.6127099527785,264.6435530769995,1169,11817,0.0008127771449643725,0.04469487582905563,7.15127016803718e-05,0.04913906660074652,639.7813464910097,609.0363754180726,0.19380068481936188,0.019669306661879382,0.012429430978540226,0.025011931333770235,142.61387576483304
2135.613175029197,285.32699414299714,1385,12863,0.0007239682995711033,0.04471704940564192,7.144537171821155e-05,0.04914519086521385,160.01170384220868,118.37755337623365,0.19380441164789144,0.019666675869315833,0.012430492118940099,0.02501604018053098,142.59717502303948
2135.6129768883393,287.61126823299855,1262,12624,0.0008385669163812843,0.044701507602549956,7.143238284792937e-05,0.04914879188806182,874.1512199620093,887.1452717284587,0.19391788023090856,0.01967150194347093,0.012438174253966478,0.02500760203834249,142.6372719209092
2135.6130130870033,277.5761570100003,1212,12829,0.000877823600827694,0.04471225320926005,7.144269475712702e-05,0.049147409293067615,366.57388514338675,406.6935275554095,0.19376497384060373,0.019670045974658875,0.01242707336475691,0.025012692760880573,142.62731508580126
12582.82360528449,176.91718146499989,794,7904,3.2643157738137843e-07,0.19623157073165753,0.0010797721582193986,0.025828091863021315,925.6841626968184,925.1873749919483,3.4517653614581656e-05,0.20032649858501164,0.00045210947514099287,0.0523442325556308,364.124330161831
2135.612995380943,315.3213483690015,1524,15268,0.0009635894607805954,0.04471455037245963,7.147849753305957e-05,0.04914310247289602,260.9484480183594,343.3291514751072,0.19377412555189868,0.019667868799669797,0.012427654830777209,0.025015991968153014,142.61305648166513
11464.885182305765,213.63004336499944,1039,10043,0.00010358271956631636,0.11282423738885872,0.0039911790517307396,0.0279469296082597,752.5055455694468,695.9220749987372,0.009084942090933343,0.13426634490930167,0.0001633779566768233,0.044654520132954345,499.99967271948736
12322.102035193753,182.69818095799928,778,8341,2.014862403596298e-06,0.1784113928189436,0.0011445178059285724,0.02524210236061668,736.7625933597709,735.5298082897476,0.00010423463656001327,0.1787145385288401,0.0004508844506055409,0.052317825176418226,171.14368740350292
2712.6645772675283,160.50763263800036,679,6868,0.00039243272400324013,0.02017940942279646,9.34562271929528e-05,0.047235504772652336,662.5162207656439,663.3427077857301,0.14853134663757364,0.016953865505361196,0.009265700758501524,0.027551149435783507,380.56728512312293
2135.613285317762,193.598419214999,879,9136,0.0008304355583736983,0.04466331913655659,7.154989423975802e-05,0.04913380363670719,283.54191257413305,281.57571511378944,0.19374418165134205,0.019666701937060826,0.01242746914082217,0.02501404119630993,142.6248156220253
2135.6135356885497,280.9467749810028,1303,12655,0.0008188900357093766,0.0446861351544035,7.152254667182526e-05,0.04913665172792637,926.157533250152,895.6323636424893,0.19372252548153546,0.019670430726004304,0.012428570650518103,0.02501559438215308,142.6313741581141
2771.417976644885,255.12462425300328,1160,11263,0.00030623231964173087,0.019046981723017904,9.87967405060495e-05,0.04675441301293234,975.049095785362,989.9395519362868,0.14645029595135284,0.01675525511001946,0.009123241778467144,0.027746601583687164,484.78864819987206
2135.612820499851,191.1617452640021,843,9056,0.0007882992940607442,0.04469411358340796,7.14597371001462e-05,0.049145544263213055,429.3328225552739,383.7956507423991,0.19378872534533842,0.019668239274511765,0.012430398226156035,0.025013783357901345,142.6368041807408
2135.613132588398,209.58392623199688,1004,10125,0.0008818645739088858,0.04473241414659576,7.141824246965626e-05,0.04915038356996599,339.9837982537703,380.9730558919708,0.19388279938876746,0.019672748391425274,0.012438357096327646,0.025005759292516132,142.61367337519104
2135.6125655105084,307.15360430700093,1420,14713,0.000636313242361571,0.04469901841162699,7.146428740903345e-05,0.04914544007158499,470.85468659342274,248.93448660777128,0.1938037759613567,0.019672576464648154,0.012431068618677965,0.025009870155875902,142.6283574363879
2135.6132056588017,288.7938580100017,1372,13433,0.0008517550466702669,0.04471406734172252,7.146365124891453e-05,0.04914318859925809,873.2084639943162,913.6874684332059,0.1938278223766294,0.019672303322532232,0.012432454314907441,0.02501153463385218,142.5848885315647
4528.945800615925,681.640949886998,3040,32958,2.911560209308654e-06,0.1501538171856387,9.871514557208952e-06,0.06638236880327558,243.37046344240946,233.61846161183124,0.227358340010428,0.025993138699266893,0.018625785192403415,0.020478448046757025,314.0427430976565
2135.613707752732,267.6535236239979,1163,12050,0.0008621125362297791,0.044710076848811384,7.138805152384169e-05,0.04915253430498256,331.94238673411434,355.92282307337285,0.1936858610389897,0.01966884353105877,0.012423902062493608,0.02501565927764822,142.61206342120178
12512.741437552184,195.46203788899948,893,9257,4.564577410858152e-07,0.1940662659862245,0.001090648575916096,0.02575144453937319,822.798778446406,829.731426851083,3.790583551513923e-05,0.19862032259606935,0.00044861743598489305,0.05238086716082296,300.92246826579526
2135.612578212358,197.73887704200024,919,9521,0.0008152237824819178,0.044699157781880786,7.156608545328198e-05,0.04913176922093556,77.08003972061645,73.81382874572344,0.19390754392991139,0.01966910094023232,0.01243641574498146,0.025009921815229208,142.60131113364338
12645.90851651584,170.52388177299872,700,7577,2.4337385914669987e-07,0.19761996308061028,0.0010656007958517212,0.02591392716270763,680.8614174420273,676.869007709658,3.2400370253414104e-05,0.20144062899518844,0.00045688892883924073,0.052327467942742664,441.660512422882
